config,seed,restart,init_cost,final_cost,improvement_pct,time_s,op_ChangeRoom,op_ChangeDay,op_ChangeOT,op_Relocate,op_SwapRooms,op_SwapDays,op_ToggleOpt,op_ChangeNurse
only_SwapDays,43,3,45853,44889,2.10,0.020,0,0,0,0,0,34,0,0
only_SwapDays,43,4,47133,45623,3.20,0.023,0,0,0,0,0,37,0,0
only_SwapDays,43,5,46676,44904,3.80,0.024,0,0,0,0,0,42,0,0
only_SwapDays,44,1,47555,45787,3.72,0.023,0,0,0,0,0,32,0,0
only_SwapDays,44,2,47003,46513,1.04,0.012,0,0,0,0,0,26,0,0
only_SwapDays,44,3,45804,45095,1.55,0.020,0,0,0,0,0,27,0,0
only_SwapDays,44,4,46254,45371,1.91,0.014,0,0,0,0,0,24,0,0
only_SwapDays,44,5,46592,45452,2.45,0.024,0,0,0,0,0,45,0,0
only_SwapDays,45,1,47883,47155,1.52,0.011,0,0,0,0,0,15,0,0
only_SwapDays,45,2,47319,46583,1.56,0.012,0,0,0,0,0,19,0,0
only_SwapDays,45,3,47169,45895,2.70,0.020,0,0,0,0,0,38,0,0
only_SwapDays,45,4,45991,45034,2.08,0.021,0,0,0,0,0,33,0,0
only_SwapDays,45,5,45726,44594,2.48,0.023,0,0,0,0,0,40,0,0
only_SwapDays,46,1,46206,45155,2.27,0.022,0,0,0,0,0,23,0,0
only_SwapDays,46,2,46630,46063,1.22,0.015,0,0,0,0,0,18,0,0
only_SwapDays,46,3,47388,46886,1.06,0.015,0,0,0,0,0,18,0,0
only_SwapDays,46,4,47542,46086,3.06,0.028,0,0,0,0,0,49,0,0
only_SwapDays,46,5,47033,46105,1.97,0.016,0,0,0,0,0,25,0,0
only_ToggleOpt,42,1,47366,47366,0.00,0.091,0,0,0,0,0,0,0,0
only_ToggleOpt,42,2,47872,47872,0.00,0.087,0,0,0,0,0,0,0,0
only_ToggleOpt,42,3,47066,47066,0.00,0.092,0,0,0,0,0,0,0,0
only_ToggleOpt,42,4,46690,46690,0.00,0.099,0,0,0,0,0,0,0,0
only_ToggleOpt,42,5,47637,47380,0.54,0.095,0,0,0,0,0,0,2,0
only_ToggleOpt,43,1,45495,45311,0.40,0.110,0,0,0,0,0,0,4,0
only_ToggleOpt,43,2,46037,45743,0.64,0.098,0,0,0,0,0,0,2,0
only_ToggleOpt,43,3,46397,46397,0.00,0.093,0,0,0,0,0,0,0,0
only_ToggleOpt,43,4,45977,45977,0.00,0.098,0,0,0,0,0,0,0,0
only_ToggleOpt,43,5,46746,46484,0.56,0.095,0,0,0,0,0,0,2,0
only_ToggleOpt,44,1,47555,46926,1.32,0.105,0,0,0,0,0,0,6,0
only_ToggleOpt,44,2,45911,45911,0.00,0.098,0,0,0,0,0,0,0,0
only_ToggleOpt,44,3,46172,46172,0.00,0.096,0,0,0,0,0,0,0,0
only_ToggleOpt,44,4,45674,45674,0.00,0.095,0,0,0,0,0,0,0,0
only_ToggleOpt,44,5,45510,45065,0.98,0.110,0,0,0,0,0,0,2,0
only_ToggleOpt,45,1,47883,47883,0.00,0.094,0,0,0,0,0,0,0,0
only_ToggleOpt,45,2,46201,46106,0.21,0.100,0,0,0,0,0,0,2,0
only_ToggleOpt,45,3,47509,47509,0.00,0.089,0,0,0,0,0,0,0,0
only_ToggleOpt,45,4,46462,46462,0.00,0.091,0,0,0,0,0,0,0,0
only_ToggleOpt,45,5,48532,48532,0.00,0.089,0,0,0,0,0,0,0,0
only_ToggleOpt,46,1,46206,45642,1.22,0.100,0,0,0,0,0,0,3,0
only_ToggleOpt,46,2,46966,46966,0.00,0.091,0,0,0,0,0,0,0,0
only_ToggleOpt,46,3,46209,46209,0.00,0.090,0,0,0,0,0,0,0,0
only_ToggleOpt,46,4,46204,45938,0.58,0.103,0,0,0,0,0,0,2,0
only_ToggleOpt,46,5,46581,46581,0.00,0.098,0,0,0,0,0,0,0,0
only_ChangeNurse,42,1,47366,47366,0.00,0.002,0,0,0,0,0,0,0,0
only_ChangeNurse,42,2,46916,46916,0.00,0.002,0,0,0,0,0,0,0,0
only_ChangeNurse,42,3,46855,46855,0.00,0.002,0,0,0,0,0,0,0,0
only_ChangeNurse,42,4,47840,47840,0.00,0.002,0,0,0,0,0,0,0,0
only_ChangeNurse,42,5,45708,45708,0.00,0.002,0,0,0,0,0,0,0,0
only_ChangeNurse,43,1,45495,45495,0.00,0.002,0,0,0,0,0,0,0,0
only_ChangeNurse,43,2,46221,46221,0.00,0.002,0,0,0,0,0,0,0,0
only_ChangeNurse,43,3,46294,46294,0.00,0.002,0,0,0,0,0,0,0,0
only_ChangeNurse,43,4,46505,46505,0.00,0.002,0,0,0,0,0,0,0,0
only_ChangeNurse,43,5,46157,46157,0.00,0.002,0,0,0,0,0,0,0,0
only_ChangeNurse,44,1,47555,47555,0.00,0.002,0,0,0,0,0,0,0,0
only_ChangeNurse,44,2,46955,46955,0.00,0.002,0,0,0,0,0,0,0,0
only_ChangeNurse,44,3,45667,45667,0.00,0.002,0,0,0,0,0,0,0,0
only_ChangeNurse,44,4,45669,45669,0.00,0.002,0,0,0,0,0,0,0,0
only_ChangeNurse,44,5,46988,46988,0.00,0.002,0,0,0,0,0,0,0,0
only_ChangeNurse,45,1,47883,47883,0.00,0.002,0,0,0,0,0,0,0,0
only_ChangeNurse,45,2,47592,47592,0.00,0.002,0,0,0,0,0,0,0,0
only_ChangeNurse,45,3,47273,47273,0.00,0.002,0,0,0,0,0,0,0,0
only_ChangeNurse,45,4,46829,46829,0.00,0.002,0,0,0,0,0,0,0,0
only_ChangeNurse,45,5,47386,47386,0.00,0.002,0,0,0,0,0,0,0,0
only_ChangeNurse,46,1,46206,46206,0.00,0.002,0,0,0,0,0,0,0,0
only_ChangeNurse,46,2,46159,46159,0.00,0.002,0,0,0,0,0,0,0,0
only_ChangeNurse,46,3,46470,46470,0.00,0.002,0,0,0,0,0,0,0,0
only_ChangeNurse,46,4,47139,47139,0.00,0.002,0,0,0,0,0,0,0,0
only_ChangeNurse,46,5,47535,47535,0.00,0.002,0,0,0,0,0,0,0,0
